attention_policy,instruction_mass.ci95_high,instruction_mass.ci95_low,instruction_mass.mean,instruction_mass.median,instruction_mass.n,instruction_mass.p25,instruction_mass.p75,instruction_mass.std,rows,sample_count,text_mass.ci95_high,text_mass.ci95_low,text_mass.mean,text_mass.median,text_mass.n,text_mass.p25,text_mass.p75,text_mass.std,visual_entropy.ci95_high,visual_entropy.ci95_low,visual_entropy.mean,visual_entropy.median,visual_entropy.n,visual_entropy.p25,visual_entropy.p75,visual_entropy.std,visual_mass.ci95_high,visual_mass.ci95_low,visual_mass.mean,visual_mass.median,visual_mass.n,visual_mass.p25,visual_mass.p75,visual_mass.std,visual_tokens
last_instruction,0.1518642379769257,0.13484302924147676,0.14347137670431817,0.1446801796555519,14,0.13212094455957413,0.15303661301732063,0.016571529865549068,14,14,0.44496980144509246,0.4158925667405129,0.4312280459063394,0.4309016466140747,14,0.4200970456004143,0.4527989849448204,0.029828314150534812,0.9234405190924225,0.8935782074727372,0.9086493410401247,0.907971215812656,14,0.8916395654757977,0.9282886037312973,0.030057102360338882,0.4454399740057332,0.4056587175066982,0.42530058111463276,0.42008861899375916,14,0.4049511104822159,0.45366019010543823,0.03972953466024237,400
last_instruction,0.036370470215167316,0.028552125391018177,0.03204543223338468,0.02810956072062254,14,0.027394743636250496,0.034938132390379906,0.007839975368845009,14,14,0.11210999712347983,0.09906362972355315,0.10555160471371242,0.10626916959881783,14,0.09524299949407578,0.11453065276145935,0.01262310508449178,0.8838538692583762,0.8484755322501234,0.865506174920727,0.8559025065780084,14,0.8397859101430376,0.8877481801606779,0.03482994352621038,0.8716704500573023,0.8520986660250596,0.8624029627868107,0.8672935962677002,14,0.8493573069572449,0.8773622959852219,0.019273515492749138,3000
